,age,gender,grade,height,weight,helmet,active,lifting
2917,16.0,male,10.0,1.75,58.97,never,2.0,2.0
2918,16.0,male,10.0,1.68,65.77,never,1.0,1.0
2919,16.0,male,10.0,1.8,70.31,never,2.0,2.0
2920,16.0,male,11.0,1.78,58.51,always,2.0,2.0
2921,16.0,male,11.0,1.93,104.33,not riding,2.0,2.0
2922,16.0,male,10.0,1.9,65.77,never,1.0,1.0
2923,16.0,male,11.0,1.8,65.77,never,2.0,2.0
2924,16.0,male,10.0,1.7,68.95,never,1.0,1.0
2925,16.0,male,10.0,1.83,63.5,never,1.0,1.0
2926,16.0,male,10.0,1.85,67.13,never,2.0,1.0
2927,16.0,male,10.0,1.78,59.88,always,2.0,2.0
2928,16.0,male,10.0,1.75,70.76,never,2.0,1.0
2929,16.0,male,10.0,1.73,66.68,never,1.0,1.0
2930,16.0,male,11.0,1.75,68.04,not riding,2.0,2.0
2931,16.0,male,11.0,1.73,54.89,never,2.0,2.0
2932,16.0,male,11.0,1.6,54.43,never,1.0,1.0
2933,16.0,male,11.0,1.9,76.2,never,1.0,2.0
2934,16.0,male,11.0,1.75,95.26,never,2.0,2.0
2935,16.0,male,11.0,1.73,58.97,most of the time,2.0,2.0
2936,16.0,male,11.0,1.63,58.97,never,2.0,1.0
2937,16.0,male,11.0,1.7,70.31,never,1.0,1.0
2938,16.0,male,11.0,1.73,59.88,never,1.0,1.0
2939,16.0,male,11.0,1.85,100.7,never,2.0,1.0
2940,16.0,male,10.0,1.7,104.33,never,1.0,1.0
2941,16.0,male,10.0,1.83,74.84,never,1.0,1.0
2942,16.0,male,10.0,1.75,94.8,always,2.0,2.0
2943,16.0,male,10.0,1.73,59.88,never,1.0,1.0
2944,16.0,male,11.0,1.8,77.11,not riding,2.0,1.0
2945,16.0,male,10.0,1.85,72.58,never,1.0,1.0
2946,16.0,male,11.0,1.68,61.24,never,2.0,1.0
2947,16.0,male,11.0,1.85,92.99,never,1.0,2.0
2948,16.0,male,11.0,1.83,90.72,never,2.0,1.0
2949,16.0,male,11.0,1.85,95.26,rarely,2.0,2.0
2950,16.0,male,11.0,1.65,81.65,not riding,2.0,2.0
2951,16.0,male,9.0,1.83,79.38,not riding,1.0,1.0
2952,16.0,male,11.0,1.8,69.4,never,1.0,1.0
2953,16.0,male,11.0,1.85,95.26,never,1.0,1.0
2954,16.0,male,10.0,1.83,93.9,never,2.0,1.0
2955,16.0,male,10.0,1.5,40.82,never,1.0,1.0
2956,16.0,male,10.0,1.75,75.75,never,1.0,1.0
2957,16.0,male,10.0,1.83,52.16,never,2.0,1.0
2958,16.0,male,10.0,1.7,50.8,never,1.0,1.0
2959,16.0,male,11.0,1.73,79.38,not riding,2.0,2.0
2960,16.0,male,10.0,1.73,66.68,not riding,1.0,1.0
2961,16.0,male,10.0,1.73,54.43,not riding,1.0,2.0
2962,16.0,male,9.0,1.88,110.22,not riding,2.0,1.0
2963,16.0,male,10.0,1.73,59.88,not riding,1.0,1.0
2964,16.0,male,11.0,1.75,59.42,rarely,2.0,1.0
2965,16.0,male,11.0,1.78,69.85,never,2.0,1.0
2966,16.0,male,10.0,1.75,67.13,never,2.0,1.0
2967,16.0,male,11.0,1.75,72.58,never,2.0,1.0
2968,16.0,male,11.0,1.9,78.02,not riding,1.0,1.0
2969,16.0,male,9.0,1.75,78.02,never,1.0,1.0
2970,16.0,male,11.0,1.7,48.54,never,2.0,2.0
2971,16.0,male,11.0,1.7,51.26,never,2.0,1.0
2972,16.0,male,11.0,1.73,54.43,always,2.0,1.0
2973,16.0,male,10.0,1.7,58.97,never,2.0,1.0
2974,16.0,male,10.0,1.8,67.59,never,2.0,1.0
2975,16.0,male,11.0,1.75,72.58,never,1.0,1.0
2976,16.0,male,10.0,1.73,56.7,never,2.0,2.0
2977,16.0,male,12.0,1.78,58.97,never,1.0,2.0
2978,16.0,male,10.0,1.85,103.42,most of the time,1.0,1.0
2979,16.0,male,10.0,1.83,82.56,most of the time,1.0,1.0
2980,16.0,male,10.0,1.68,70.31,never,2.0,1.0
2981,16.0,male,10.0,1.9,72.58,not riding,1.0,1.0
2982,16.0,male,11.0,1.75,61.69,never,2.0,2.0
2983,16.0,male,10.0,1.83,75.3,never,2.0,1.0
2984,16.0,male,10.0,1.85,127.01,not riding,2.0,1.0
2985,16.0,male,11.0,1.78,54.43,never,2.0,2.0
2986,16.0,male,11.0,1.68,71.67,most of the time,2.0,2.0
2987,16.0,male,10.0,1.88,72.58,never,2.0,1.0
2988,16.0,male,10.0,1.8,88.91,not riding,2.0,1.0
2989,16.0,male,10.0,1.73,66.68,rarely,2.0,1.0
2990,16.0,male,11.0,1.8,81.65,not riding,2.0,1.0
2991,16.0,male,10.0,1.78,97.52,never,2.0,1.0
2992,16.0,male,9.0,1.55,45.36,not riding,1.0,1.0
2993,16.0,male,10.0,1.8,62.6,never,2.0,1.0
2994,16.0,male,11.0,1.83,64.41,never,1.0,1.0
2995,16.0,male,11.0,1.7,68.49,not riding,2.0,2.0
2996,16.0,male,10.0,1.73,67.13,most of the time,2.0,2.0
2997,16.0,male,11.0,1.83,72.58,never,2.0,1.0
2998,16.0,male,10.0,1.73,61.24,always,1.0,2.0
2999,16.0,male,10.0,1.73,74.84,not riding,2.0,2.0
3000,16.0,male,10.0,1.65,57.61,never,1.0,2.0
3001,16.0,male,10.0,1.7,62.6,never,2.0,1.0
3002,16.0,male,11.0,1.6,78.02,never,1.0,1.0
3003,16.0,male,10.0,1.83,80.29,never,1.0,1.0
3004,16.0,male,10.0,1.75,89.81,never,2.0,2.0
3005,16.0,male,10.0,1.98,123.83,never,2.0,2.0
3006,16.0,male,10.0,1.83,65.77,not riding,2.0,2.0
3007,16.0,male,10.0,1.7,49.44,most of the time,1.0,1.0
3008,16.0,male,11.0,1.65,59.88,always,2.0,2.0
3009,16.0,male,11.0,1.85,110.22,never,2.0,1.0
3010,16.0,male,11.0,1.93,104.33,never,1.0,1.0
3011,16.0,male,10.0,1.63,65.77,not riding,2.0,1.0
3012,16.0,male,10.0,1.55,74.84,not riding,2.0,2.0
3013,16.0,male,11.0,1.78,68.04,never,1.0,2.0
3014,16.0,male,11.0,1.55,124.74,not riding,2.0,2.0
3015,16.0,male,11.0,1.85,74.84,never,1.0,1.0
3016,16.0,male,11.0,1.7,55.79,not riding,2.0,2.0
3017,16.0,male,10.0,1.63,48.54,never,2.0,1.0
3018,16.0,male,10.0,1.7,58.97,never,1.0,1.0
3019,16.0,male,11.0,1.83,68.04,most of the time,2.0,2.0
3020,16.0,male,10.0,1.73,69.4,never,2.0,1.0
3021,16.0,male,10.0,1.8,76.2,rarely,2.0,2.0
3022,16.0,male,11.0,1.73,70.76,rarely,1.0,1.0
3023,16.0,male,11.0,1.63,63.5,not riding,2.0,1.0
3024,16.0,male,11.0,1.7,82.1,never,1.0,2.0
3025,16.0,male,11.0,1.75,66.68,never,2.0,1.0
3026,16.0,male,11.0,1.88,75.3,never,1.0,1.0
3027,16.0,male,11.0,1.88,70.31,not riding,2.0,2.0
3028,16.0,male,10.0,1.78,102.06,never,2.0,1.0
3029,16.0,male,11.0,1.7,86.18,not riding,2.0,2.0
3030,16.0,male,10.0,1.88,82.1,never,2.0,2.0
3031,16.0,male,11.0,1.8,53.98,never,1.0,1.0
3032,16.0,male,10.0,1.65,68.04,sometimes,2.0,2.0
3033,16.0,male,10.0,1.65,81.65,never,2.0,2.0
3034,16.0,male,10.0,1.68,53.07,never,2.0,1.0
3035,16.0,male,10.0,1.7,64.41,never,2.0,2.0
3036,16.0,male,10.0,1.78,63.96,never,2.0,1.0
3037,16.0,male,10.0,1.78,68.95,not riding,2.0,1.0
3038,16.0,male,10.0,1.75,100.25,not riding,2.0,2.0
3039,16.0,male,10.0,1.78,68.04,not riding,1.0,2.0
3040,16.0,male,10.0,1.8,77.57,not riding,2.0,2.0
3041,16.0,male,10.0,1.85,82.1,never,1.0,1.0
3042,16.0,male,10.0,1.83,68.04,never,1.0,1.0
3043,16.0,male,10.0,1.78,56.7,never,2.0,2.0
3044,16.0,male,10.0,1.78,71.22,always,2.0,1.0
3045,16.0,male,11.0,1.78,82.1,never,2.0,1.0
3046,16.0,male,11.0,1.65,54.43,not riding,2.0,2.0
3047,16.0,male,11.0,1.68,74.84,rarely,2.0,1.0
3048,16.0,male,10.0,1.78,81.65,always,1.0,1.0
3049,16.0,male,10.0,1.65,60.33,always,2.0,1.0
3050,16.0,male,9.0,1.8,68.04,never,1.0,1.0
3051,16.0,male,10.0,1.75,127.01,rarely,2.0,1.0
3052,16.0,male,10.0,1.75,53.07,not riding,2.0,2.0
3053,16.0,male,10.0,1.73,66.23,never,2.0,2.0
3054,16.0,male,11.0,1.85,58.06,most of the time,2.0,2.0
3055,16.0,male,11.0,1.73,61.24,always,1.0,1.0
3056,16.0,male,11.0,1.85,79.38,most of the time,1.0,1.0
3057,16.0,male,9.0,1.9,84.37,not riding,1.0,1.0
3058,16.0,male,10.0,1.63,72.58,never,2.0,1.0
3059,16.0,male,10.0,1.73,68.04,never,2.0,1.0
3060,16.0,male,10.0,1.83,99.79,never,1.0,1.0
3061,16.0,male,10.0,1.8,70.31,not riding,1.0,1.0
3062,16.0,male,10.0,1.7,72.58,never,2.0,1.0
3063,16.0,male,10.0,1.85,72.58,always,2.0,2.0
3064,16.0,male,10.0,1.7,57.61,sometimes,2.0,1.0
3065,16.0,male,10.0,1.75,77.11,always,1.0,1.0
3066,16.0,male,11.0,1.8,72.58,never,1.0,1.0
3067,16.0,male,10.0,1.88,83.92,never,1.0,1.0
3068,16.0,male,10.0,1.75,78.47,never,2.0,1.0
3069,16.0,male,10.0,1.78,58.06,never,2.0,1.0
3070,16.0,male,11.0,1.85,81.65,rarely,2.0,2.0
3071,16.0,male,11.0,1.85,99.79,never,2.0,2.0
3072,16.0,male,11.0,1.8,56.7,always,2.0,2.0
3073,16.0,male,11.0,1.6,52.16,not riding,2.0,2.0
3074,16.0,male,10.0,1.9,58.97,never,2.0,1.0
3075,16.0,male,11.0,1.85,69.85,always,1.0,1.0
3076,16.0,male,11.0,1.85,72.58,never,1.0,1.0
3077,16.0,male,9.0,1.85,106.6,never,1.0,1.0
3078,16.0,male,10.0,1.75,84.82,not riding,1.0,1.0
3079,16.0,male,11.0,1.83,70.31,never,2.0,1.0
3080,16.0,male,11.0,1.7,89.36,not riding,1.0,1.0
3081,16.0,male,10.0,1.78,58.97,not riding,2.0,2.0
3082,16.0,male,10.0,1.75,68.04,never,1.0,1.0
3083,16.0,male,10.0,1.57,56.7,never,2.0,1.0
3084,16.0,male,10.0,1.8,60.33,never,2.0,2.0
3085,16.0,male,11.0,1.65,63.96,never,1.0,1.0
3086,16.0,male,10.0,1.88,74.84,never,1.0,1.0
3087,16.0,male,9.0,1.8,115.21,not riding,2.0,2.0
3088,16.0,male,10.0,1.83,58.06,rarely,1.0,2.0
3089,16.0,male,9.0,1.85,59.88,never,2.0,2.0
3090,16.0,male,10.0,1.73,79.38,never,1.0,1.0
3091,16.0,male,10.0,1.8,75.75,never,2.0,2.0
3092,16.0,male,10.0,1.68,58.51,never,2.0,1.0
3093,16.0,male,10.0,1.75,96.62,never,2.0,1.0
3094,16.0,male,10.0,1.63,65.77,not riding,2.0,1.0
3095,16.0,male,10.0,1.75,79.38,never,1.0,1.0
3096,16.0,male,10.0,1.75,64.86,never,2.0,2.0
3097,16.0,male,10.0,1.7,56.25,never,1.0,1.0
3098,16.0,male,10.0,1.88,116.12,never,2.0,2.0
3099,16.0,male,10.0,1.7,74.84,never,1.0,1.0
3100,16.0,male,10.0,1.68,63.5,never,2.0,2.0
3101,16.0,male,10.0,1.73,56.7,never,2.0,2.0
3102,16.0,male,10.0,1.7,49.9,rarely,2.0,1.0
3103,16.0,male,10.0,1.83,54.89,most of the time,1.0,2.0
3104,16.0,male,10.0,1.65,54.43,never,1.0,1.0
3105,16.0,male,9.0,1.57,66.23,not riding,2.0,2.0
3106,16.0,male,9.0,1.7,66.68,rarely,2.0,1.0
3107,16.0,male,9.0,1.52,45.81,never,2.0,1.0
3108,16.0,male,11.0,1.88,70.31,never,1.0,2.0
3109,16.0,male,9.0,1.78,62.6,never,1.0,2.0
3110,16.0,male,9.0,1.8,68.95,never,1.0,1.0
3111,16.0,male,11.0,1.8,65.77,not riding,2.0,2.0
3112,16.0,male,11.0,1.8,88.45,never,1.0,1.0
3113,16.0,male,10.0,1.85,71.67,rarely,1.0,1.0
3114,16.0,male,10.0,1.75,65.77,not riding,2.0,2.0
3115,16.0,male,10.0,1.63,54.43,never,1.0,1.0
3116,16.0,male,10.0,1.7,59.42,never,1.0,1.0
3117,16.0,male,10.0,1.68,58.97,not riding,2.0,1.0
3118,16.0,male,11.0,1.83,90.72,not riding,1.0,1.0
3119,16.0,male,10.0,1.83,83.92,rarely,2.0,1.0
3120,16.0,male,10.0,1.7,75.75,rarely,2.0,2.0
3121,16.0,male,9.0,1.63,68.04,not riding,1.0,1.0
3122,16.0,male,9.0,1.68,86.18,never,2.0,1.0
3123,16.0,male,9.0,1.78,63.5,never,2.0,1.0
3124,16.0,male,11.0,1.65,56.7,never,1.0,1.0
3125,16.0,male,11.0,1.85,79.38,not riding,2.0,2.0
3126,16.0,male,11.0,1.7,67.13,never,2.0,1.0
3127,16.0,male,10.0,1.75,90.72,never,2.0,2.0
3128,16.0,male,10.0,1.68,65.77,never,2.0,1.0
3129,16.0,male,11.0,1.98,88.91,never,1.0,1.0
3130,16.0,male,11.0,1.75,58.06,never,2.0,2.0
3131,16.0,male,10.0,1.78,67.13,never,2.0,1.0
3132,16.0,male,10.0,1.8,95.26,never,2.0,1.0
3133,16.0,male,10.0,1.83,77.11,not riding,1.0,1.0
3134,16.0,male,10.0,1.78,83.46,never,2.0,2.0
3135,16.0,male,11.0,1.78,63.5,never,2.0,2.0
3136,16.0,male,11.0,1.73,61.69,never,2.0,2.0
3137,16.0,male,11.0,1.68,52.16,sometimes,2.0,1.0
3138,16.0,male,11.0,1.7,72.58,never,2.0,2.0
3139,16.0,male,11.0,1.63,68.95,never,2.0,1.0
3140,16.0,male,11.0,1.85,99.79,most of the time,2.0,1.0
3141,16.0,male,11.0,1.65,53.07,not riding,1.0,2.0
3142,16.0,male,11.0,1.7,58.97,never,1.0,2.0
3143,16.0,male,11.0,1.88,74.39,never,1.0,2.0
3144,16.0,male,11.0,1.83,70.31,never,1.0,1.0
3145,16.0,male,11.0,1.7,49.9,never,2.0,2.0
3146,16.0,male,11.0,1.7,67.13,sometimes,2.0,2.0
3147,16.0,male,11.0,1.63,49.9,never,1.0,2.0
3148,16.0,male,11.0,1.85,76.2,never,1.0,1.0
3149,16.0,male,11.0,1.73,106.14,never,1.0,2.0
3150,16.0,male,11.0,1.83,63.5,never,2.0,1.0
3151,16.0,male,11.0,1.83,68.04,never,2.0,1.0
3152,16.0,male,11.0,1.73,89.81,never,2.0,2.0
3153,16.0,male,10.0,1.75,64.41,never,1.0,1.0
3154,16.0,male,11.0,1.75,67.13,never,2.0,2.0
3155,16.0,male,11.0,1.78,65.77,never,2.0,2.0
3156,16.0,male,11.0,1.68,75.75,never,2.0,2.0
3157,16.0,male,10.0,1.85,101.61,never,1.0,1.0
3158,16.0,male,9.0,1.8,99.79,never,2.0,2.0
3159,16.0,male,11.0,1.63,49.9,never,2.0,1.0
3160,16.0,male,10.0,1.8,68.04,rarely,1.0,1.0
3161,16.0,male,10.0,1.73,61.69,not riding,2.0,2.0
3162,16.0,male,11.0,1.7,56.7,rarely,1.0,1.0
3163,16.0,male,10.0,1.7,79.83,not riding,2.0,2.0
3164,16.0,male,11.0,1.83,113.4,never,1.0,1.0
3165,16.0,male,10.0,1.9,63.5,always,2.0,2.0
3166,16.0,male,10.0,1.78,97.52,never,2.0,1.0
3167,16.0,male,10.0,1.85,102.06,sometimes,1.0,1.0
3168,16.0,male,10.0,1.83,81.65,sometimes,2.0,1.0
3169,16.0,male,10.0,1.85,68.04,not riding,1.0,1.0
3170,16.0,male,10.0,1.78,74.84,not riding,1.0,1.0
3171,16.0,male,10.0,1.8,72.58,not riding,1.0,1.0
3172,16.0,male,9.0,1.75,83.92,not riding,2.0,2.0
3173,16.0,male,9.0,1.78,76.2,not riding,2.0,1.0
3174,16.0,male,10.0,1.8,62.6,never,2.0,1.0
3175,16.0,male,10.0,1.78,96.16,never,1.0,1.0
3176,17.0,male,12.0,1.9,90.72,rarely,2.0,2.0
3177,17.0,male,12.0,1.75,80.74,never,1.0,1.0
3178,17.0,male,12.0,1.9,68.04,never,2.0,1.0
3179,17.0,male,10.0,1.73,72.58,never,2.0,1.0
3180,17.0,male,12.0,1.85,83.46,never,2.0,1.0
3181,17.0,male,11.0,1.9,79.38,never,1.0,1.0
3182,17.0,male,12.0,1.83,72.58,never,2.0,1.0
3183,17.0,male,11.0,1.9,92.99,not riding,1.0,1.0
3184,17.0,male,11.0,1.8,62.6,never,1.0,2.0
3185,17.0,male,12.0,1.73,72.58,rarely,2.0,1.0
3186,17.0,male,12.0,1.83,72.58,not riding,1.0,1.0
3187,17.0,male,12.0,1.8,62.6,not riding,1.0,1.0
3188,17.0,male,11.0,1.73,84.37,not riding,2.0,2.0
3189,17.0,male,11.0,1.68,77.11,never,2.0,2.0
3190,17.0,male,11.0,1.75,82.1,rarely,1.0,1.0
3191,17.0,male,12.0,1.63,54.89,sometimes,2.0,2.0
3192,17.0,male,12.0,1.78,77.11,never,2.0,1.0
3193,17.0,male,12.0,1.7,70.31,never,1.0,1.0
3194,17.0,male,11.0,1.73,72.58,never,1.0,1.0
3195,17.0,male,9.0,1.75,67.13,never,1.0,2.0
3196,17.0,male,10.0,1.68,80.74,never,2.0,2.0
3197,17.0,male,11.0,1.78,82.56,never,1.0,1.0
3198,17.0,male,11.0,1.68,69.4,never,2.0,1.0
3199,17.0,male,10.0,1.7,61.24,never,1.0,1.0
3200,17.0,male,10.0,1.85,86.64,never,2.0,1.0
3201,17.0,male,11.0,1.73,58.97,rarely,2.0,2.0
3202,17.0,male,12.0,1.7,91.63,not riding,1.0,1.0
3203,17.0,male,12.0,1.8,131.54,never,2.0,1.0
3204,17.0,male,12.0,1.7,67.59,never,1.0,1.0
3205,17.0,male,12.0,1.8,83.92,never,2.0,2.0
3206,17.0,male,12.0,1.7,78.93,not riding,1.0,1.0
3207,17.0,male,12.0,1.85,76.2,never,1.0,1.0
3208,17.0,male,11.0,1.7,61.24,never,2.0,1.0
3209,17.0,male,11.0,1.65,96.62,never,2.0,1.0
3210,17.0,male,11.0,1.7,66.68,never,2.0,1.0
3211,17.0,male,11.0,1.88,68.04,never,1.0,1.0
3212,17.0,male,12.0,1.8,69.85,never,2.0,2.0
3213,17.0,male,10.0,1.75,74.84,never,1.0,1.0
3214,17.0,male,12.0,1.85,78.02,not riding,1.0,1.0
3215,17.0,male,11.0,1.73,65.77,not riding,2.0,1.0
3216,17.0,male,11.0,1.68,68.95,never,2.0,1.0
3217,17.0,male,11.0,1.83,81.65,rarely,2.0,1.0
3218,17.0,male,11.0,1.8,70.76,never,2.0,2.0
3219,17.0,male,11.0,1.7,66.68,never,1.0,1.0
3220,17.0,male,11.0,1.75,73.94,not riding,1.0,1.0
3221,17.0,male,11.0,1.68,62.6,never,1.0,1.0
3222,17.0,male,11.0,1.73,88.91,never,1.0,1.0
3223,17.0,male,11.0,1.73,54.43,never,1.0,1.0
3224,17.0,male,11.0,1.78,53.52,never,2.0,2.0
3225,17.0,male,12.0,1.7,64.86,not riding,1.0,1.0
3226,17.0,male,12.0,1.8,84.82,not riding,2.0,2.0
3227,17.0,male,12.0,1.83,88.91,never,2.0,1.0
3228,17.0,male,12.0,1.73,79.38,never,2.0,1.0
3229,17.0,male,12.0,1.8,61.24,never,1.0,1.0
3230,17.0,male,12.0,1.75,73.94,never,2.0,2.0
3231,17.0,male,12.0,1.88,104.33,never,1.0,1.0
3232,17.0,male,12.0,1.73,70.31,not riding,2.0,2.0
3233,17.0,male,12.0,1.63,64.41,most of the time,1.0,1.0
3234,17.0,male,12.0,1.75,68.04,not riding,2.0,1.0
3235,17.0,male,11.0,1.83,88.45,never,1.0,1.0
3236,17.0,male,11.0,1.85,83.92,never,2.0,2.0
3237,17.0,male,11.0,1.7,63.05,never,1.0,1.0
3238,17.0,male,12.0,1.7,63.5,not riding,2.0,1.0
3239,17.0,male,11.0,1.73,72.58,never,2.0,1.0
3240,17.0,male,11.0,1.83,70.31,never,1.0,1.0
3241,17.0,male,12.0,1.7,56.25,never,2.0,2.0
3242,17.0,male,12.0,1.78,99.79,never,2.0,2.0
3243,17.0,male,11.0,1.75,63.5,not riding,2.0,1.0
3244,17.0,male,12.0,1.83,83.92,never,2.0,1.0
3245,17.0,male,11.0,1.85,127.01,not riding,1.0,1.0
3246,17.0,male,11.0,1.8,71.67,not riding,2.0,2.0
3247,17.0,male,11.0,1.75,83.92,not riding,1.0,1.0
3248,17.0,male,11.0,1.73,73.48,not riding,2.0,1.0
3249,17.0,male,12.0,1.65,54.43,not riding,2.0,2.0
3250,17.0,male,11.0,1.68,60.33,never,2.0,2.0
3251,17.0,male,11.0,1.78,74.39,never,1.0,1.0
3252,17.0,male,11.0,1.9,122.47,rarely,2.0,2.0
3253,17.0,male,12.0,1.68,95.26,never,2.0,2.0
3254,17.0,male,10.0,1.75,54.89,never,2.0,1.0
3255,17.0,male,11.0,1.85,94.8,never,2.0,2.0
3256,17.0,male,12.0,1.68,68.04,never,2.0,2.0
3257,17.0,male,10.0,1.6,54.43,always,2.0,1.0
3258,17.0,male,12.0,1.63,65.77,not riding,2.0,1.0
3259,17.0,male,12.0,1.78,79.38,not riding,2.0,1.0
3260,17.0,male,12.0,1.8,77.11,not riding,1.0,1.0
3261,17.0,male,12.0,1.78,64.41,never,2.0,2.0
3262,17.0,male,12.0,1.75,77.11,never,2.0,1.0
3263,17.0,male,10.0,1.83,71.67,not riding,2.0,2.0
3264,17.0,male,12.0,1.65,61.24,never,2.0,2.0
3265,17.0,male,12.0,1.7,62.6,always,2.0,1.0
3266,17.0,male,12.0,1.75,61.24,not riding,2.0,1.0
3267,17.0,male,11.0,1.96,73.03,never,2.0,2.0
3268,17.0,male,12.0,1.8,74.84,never,1.0,1.0
3269,17.0,male,12.0,1.75,59.88,not riding,1.0,1.0
3270,17.0,male,12.0,1.68,56.7,never,2.0,1.0
3271,17.0,male,11.0,1.85,82.56,not riding,1.0,1.0
3272,17.0,male,11.0,1.88,99.79,not riding,2.0,1.0
3273,17.0,male,11.0,1.7,62.14,never,1.0,1.0
3274,17.0,male,11.0,1.78,71.67,never,2.0,1.0
3275,17.0,male,11.0,1.75,70.31,never,1.0,1.0
3276,17.0,male,11.0,1.65,65.32,never,1.0,1.0
3277,17.0,male,12.0,1.78,65.77,never,2.0,1.0
3278,17.0,male,12.0,1.7,58.97,never,1.0,1.0
3279,17.0,male,12.0,1.78,63.5,not riding,2.0,2.0
3280,17.0,male,11.0,1.83,72.58,rarely,2.0,2.0
3281,17.0,male,11.0,1.73,99.79,never,2.0,2.0
3282,17.0,male,11.0,1.8,76.66,never,1.0,1.0
3283,17.0,male,12.0,1.83,68.04,never,1.0,1.0
3284,17.0,male,12.0,1.9,68.04,never,1.0,1.0
3285,17.0,male,11.0,1.83,68.04,never,2.0,2.0
3286,17.0,male,11.0,1.88,91.17,never,1.0,1.0
3287,17.0,male,12.0,1.65,77.11,not riding,1.0,1.0
3288,17.0,male,12.0,1.73,63.5,not riding,2.0,1.0
3289,17.0,male,12.0,1.8,77.11,never,1.0,1.0
3290,17.0,male,12.0,1.85,63.05,always,2.0,1.0
3291,17.0,male,12.0,1.8,81.65,not riding,2.0,1.0
3292,17.0,male,11.0,1.68,61.24,not riding,2.0,2.0
3293,17.0,male,11.0,1.85,67.13,not riding,2.0,2.0
3294,17.0,male,10.0,1.75,77.57,never,2.0,1.0
3295,17.0,male,11.0,1.73,58.97,rarely,2.0,1.0
3296,17.0,male,11.0,1.68,63.5,never,2.0,1.0
3297,17.0,male,11.0,1.7,63.5,never,2.0,2.0
3298,17.0,male,11.0,1.78,61.24,rarely,1.0,1.0
3299,17.0,male,12.0,1.78,63.05,never,2.0,2.0
3300,17.0,male,11.0,1.83,79.38,never,2.0,1.0
3301,17.0,male,11.0,1.8,75.3,never,2.0,1.0
3302,17.0,male,11.0,1.6,56.25,never,2.0,1.0
3303,17.0,male,12.0,1.73,84.82,never,2.0,2.0
3304,17.0,male,12.0,1.88,68.04,not riding,2.0,1.0
3305,17.0,male,12.0,1.7,75.3,never,2.0,2.0
3306,17.0,male,11.0,1.78,99.79,never,1.0,1.0
3307,17.0,male,12.0,1.85,81.65,never,1.0,1.0
3308,17.0,male,12.0,1.78,104.33,not riding,2.0,2.0
3309,17.0,male,11.0,1.7,73.94,never,2.0,1.0
3310,17.0,male,11.0,1.78,86.18,never,1.0,2.0
3311,17.0,male,11.0,1.88,64.41,never,1.0,2.0
3312,17.0,male,11.0,1.78,78.02,not riding,1.0,1.0
3313,17.0,male,12.0,1.65,74.84,never,2.0,1.0
3314,17.0,male,11.0,1.6,45.36,most of the time,1.0,1.0
3315,17.0,male,10.0,1.85,113.4,most of the time,2.0,1.0
3316,17.0,male,12.0,1.7,46.72,not riding,1.0,1.0
3317,17.0,male,12.0,1.68,54.43,always,2.0,2.0
3318,17.0,male,11.0,1.78,87.09,never,1.0,1.0
3319,17.0,male,11.0,1.88,58.51,never,2.0,2.0
3320,17.0,male,11.0,1.73,78.02,never,2.0,1.0
3321,17.0,male,11.0,1.78,65.77,not riding,2.0,1.0
3322,17.0,male,12.0,1.9,63.05,not riding,1.0,1.0
3323,17.0,male,10.0,1.75,84.37,never,1.0,1.0
3324,17.0,male,11.0,1.88,95.26,never,1.0,1.0
3325,17.0,male,11.0,1.83,92.53,never,2.0,1.0
3326,17.0,male,11.0,1.85,68.04,not riding,2.0,1.0
3327,17.0,male,11.0,1.96,83.92,never,2.0,1.0
3328,17.0,male,11.0,1.78,72.58,not riding,1.0,1.0
3329,17.0,male,11.0,1.75,74.39,not riding,2.0,1.0
3330,17.0,male,11.0,1.7,54.43,never,1.0,1.0
3331,17.0,male,11.0,1.85,63.5,most of the time,1.0,2.0
3332,17.0,male,11.0,1.85,95.26,rarely,2.0,2.0
3333,17.0,male,12.0,1.83,54.43,never,1.0,1.0
3334,17.0,male,12.0,1.68,54.89,never,2.0,2.0
3335,17.0,male,12.0,1.83,54.43,never,1.0,1.0
3336,17.0,male,12.0,1.8,66.23,never,2.0,1.0
3337,17.0,male,11.0,1.83,67.13,never,2.0,1.0
3338,17.0,male,11.0,1.83,85.73,not riding,1.0,1.0
3339,17.0,male,11.0,1.63,72.58,not riding,2.0,1.0
3340,17.0,male,11.0,1.85,83.92,rarely,2.0,2.0
3341,17.0,male,11.0,1.9,74.84,never,2.0,1.0
3342,17.0,male,11.0,1.68,70.31,never,2.0,1.0
3343,17.0,male,11.0,1.73,68.04,not riding,1.0,1.0
3344,17.0,male,11.0,1.7,57.61,never,1.0,1.0
3345,17.0,male,11.0,1.83,77.11,never,1.0,1.0
3346,17.0,male,11.0,1.83,104.33,never,2.0,1.0
3347,17.0,male,11.0,1.73,70.31,not riding,2.0,1.0
3348,17.0,male,11.0,1.65,60.33,not riding,2.0,1.0
3349,17.0,male,11.0,1.78,79.38,never,1.0,1.0
3350,17.0,male,11.0,1.68,57.15,never,2.0,1.0
3351,17.0,male,11.0,1.75,90.72,never,1.0,1.0
3352,17.0,male,11.0,1.78,105.69,never,1.0,1.0
3353,17.0,male,12.0,1.75,70.31,always,1.0,1.0
3354,17.0,male,12.0,1.8,70.31,never,2.0,2.0
3355,17.0,male,12.0,1.96,77.11,not riding,1.0,1.0
3356,17.0,male,12.0,1.83,68.04,not riding,2.0,2.0
